Handle,Command,Body HTML
2-position-low-volt-actuator-for-vc-series-with-end-switch-hone-vc8714zz11-u,UPDATE,"<p>The VC8714ZZ11 is a two-position actuator for Resideo (Honeywell Home) VC series valve bodies. It mounts on the valve assembly and drives the cartridge open and closed on a signal from the zone control.</p><p>Two-position control is the standard arrangement for residential zoning: the actuator drives fully open on a call for heat and returns fully closed when the call ends.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the actuator.</p><p><strong>VC valve bodies and cartridges this actuator works with</strong></p><ul><li><a href=""/products/2-way-1-2-in-sweat-vc-valve-assembly-3-5-cv-and-linear-flow"">Resideo VCZAA1100/E 2-way 1/2 in Sweat VC Valve Assembly 3.5 Cv and linear flow</a></li><li><a href=""/products/2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow"">Resideo 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow VCZAL1100/E</a></li><li><a href=""/products/2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow-hone-vczal3100-u"">Resideo 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow VCZAL3100/U</a></li><li><a href=""/products/2-way-1-in-fnpt-vc-valve-assy-6-6-cv-and-linear-flow"">Resideo VCZAR1100/U 2-way 1 in fNPT VC Valve Assy 6.6 Cv and linear flow</a></li><li><a href=""/products/2-way-1-2-in-fnpt-vc-valve-assembly-3-5-cv-and-linear-flow"">Resideo VCZBB1100/U 2-way 1/2 in fNPT VC Valve Assembly 3.5 Cv and linear flow</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VC8714ZZ11/U</li><li><strong>Series:</strong> VC</li><li><strong>Control type:</strong> Two-position</li><li><strong>End switch:</strong> Yes</li><li><strong>Category:</strong> Zone Valve Actuators</li></ul>"
2-way-1-2-in-fnpt-vc-valve-assembly-3-5-cv-and-linear-flow,UPDATE,"<p>The VCZBB1100 is a VC series two-way valve assembly from Resideo, the brand that carries the Honeywell Home line of residential heating controls, built for hydronic zoning and fan coil control. It is a 1/2-inch female NPT body with a 3.5 Cv rating and a linear flow characteristic.</p><p>A linear characteristic means flow tracks stem position in a straight line, which keeps a modulating loop stable instead of dumping most of its capacity in the first part of the stroke.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the valve assembly — pick the actuator that matches your control signal, whether that is two-position, floating, or modulating.</p><p>Building the valve from separate parts is what makes the VC platform worth specifying: the same body stays in the pipe while the actuator is matched to the control system, and a worn seat is handled by pulling the cartridge rather than cutting the body out.</p><p><strong>Actuators and cartridges for this valve body</strong></p><ul><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve"">Resideo 2-position Low Volt Actuator for VC Series valve VC2114ZZ11/U</a></li><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve-hone-vc2714zz11-u"">Resideo 2-position Low Volt Actuator for VC Series valve VC2714ZZ11/U</a></li><li><a href=""/products/vc-actuator-2-position-spst-100-130-vac"">Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac</a></li><li><a href=""/products/vc-floating-actuator-sp3t-tri-state-floating-24-vac"">Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac</a></li><li><a href=""/products/vc-modulating-actuator-0-2-10-vdc-24-vac"">Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VCZBB1100/U</li><li><strong>Series:</strong> VC</li><li><strong>Configuration:</strong> 2-way</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Female npt</li><li><strong>Cv:</strong> 3.5</li><li><strong>Flow characteristic:</strong> Linear</li><li><strong>Category:</strong> Zone Valves</li></ul>"
2-way-1-2-in-sweat-vc-valve-assembly-3-5-cv-and-linear-flow,UPDATE,"<p>The VCZAA1100 is a VC series two-way valve assembly from Resideo, the brand that carries the Honeywell Home line of residential heating controls, built for hydronic zoning and fan coil control. It is a 1/2-inch sweat body with a 3.5 Cv rating and a linear flow characteristic.</p><p>A linear characteristic means flow tracks stem position in a straight line, which keeps a modulating loop stable instead of dumping most of its capacity in the first part of the stroke.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the valve assembly — pick the actuator that matches your control signal, whether that is two-position, floating, or modulating.</p><p>Building the valve from separate parts is what makes the VC platform worth specifying: the same body stays in the pipe while the actuator is matched to the control system, and a worn seat is handled by pulling the cartridge rather than cutting the body out.</p><p><strong>Actuators and cartridges for this valve body</strong></p><ul><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve"">Resideo 2-position Low Volt Actuator for VC Series valve VC2114ZZ11/U</a></li><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve-hone-vc2714zz11-u"">Resideo 2-position Low Volt Actuator for VC Series valve VC2714ZZ11/U</a></li><li><a href=""/products/vc-actuator-2-position-spst-100-130-vac"">Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac</a></li><li><a href=""/products/vc-floating-actuator-sp3t-tri-state-floating-24-vac"">Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac</a></li><li><a href=""/products/vc-modulating-actuator-0-2-10-vdc-24-vac"">Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VCZAA1100/E</li><li><strong>Series:</strong> VC</li><li><strong>Configuration:</strong> 2-way</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Cv:</strong> 3.5</li><li><strong>Flow characteristic:</strong> Linear</li><li><strong>Category:</strong> Zone Valves</li></ul>"
2-way-1-in-fnpt-vc-valve-assy-6-6-cv-and-linear-flow,UPDATE,"<p>The VCZAR1100 is a VC series two-way valve assembly from Resideo, the brand that carries the Honeywell Home line of residential heating controls, built for hydronic zoning and fan coil control. It is a 1-inch female NPT body with a 6.6 Cv rating and a linear flow characteristic.</p><p>A linear characteristic means flow tracks stem position in a straight line, which keeps a modulating loop stable instead of dumping most of its capacity in the first part of the stroke.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the valve assembly — pick the actuator that matches your control signal, whether that is two-position, floating, or modulating.</p><p>Building the valve from separate parts is what makes the VC platform worth specifying: the same body stays in the pipe while the actuator is matched to the control system, and a worn seat is handled by pulling the cartridge rather than cutting the body out.</p><p><strong>Actuators and cartridges for this valve body</strong></p><ul><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve"">Resideo 2-position Low Volt Actuator for VC Series valve VC2114ZZ11/U</a></li><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve-hone-vc2714zz11-u"">Resideo 2-position Low Volt Actuator for VC Series valve VC2714ZZ11/U</a></li><li><a href=""/products/vc-actuator-2-position-spst-100-130-vac"">Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac</a></li><li><a href=""/products/vc-floating-actuator-sp3t-tri-state-floating-24-vac"">Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac</a></li><li><a href=""/products/vc-modulating-actuator-0-2-10-vdc-24-vac"">Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VCZAR1100/U</li><li><strong>Series:</strong> VC</li><li><strong>Configuration:</strong> 2-way</li><li><strong>Connection size:</strong> 1 in</li><li><strong>Connection type:</strong> Female npt</li><li><strong>Cv:</strong> 6.6</li><li><strong>Flow characteristic:</strong> Linear</li><li><strong>Category:</strong> Zone Valves</li></ul>"
2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow,UPDATE,"<p>The VCZAL1100 is a VC series two-way valve assembly from Resideo, the brand that carries the Honeywell Home line of residential heating controls, built for hydronic zoning and fan coil control. It is a 3/4-inch female NPT body with a 4.7 Cv rating and a linear flow characteristic.</p><p>A linear characteristic means flow tracks stem position in a straight line, which keeps a modulating loop stable instead of dumping most of its capacity in the first part of the stroke.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the valve assembly — pick the actuator that matches your control signal, whether that is two-position, floating, or modulating.</p><p>Building the valve from separate parts is what makes the VC platform worth specifying: the same body stays in the pipe while the actuator is matched to the control system, and a worn seat is handled by pulling the cartridge rather than cutting the body out.</p><p><strong>Actuators and cartridges for this valve body</strong></p><ul><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve"">Resideo 2-position Low Volt Actuator for VC Series valve VC2114ZZ11/U</a></li><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve-hone-vc2714zz11-u"">Resideo 2-position Low Volt Actuator for VC Series valve VC2714ZZ11/U</a></li><li><a href=""/products/vc-actuator-2-position-spst-100-130-vac"">Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac</a></li><li><a href=""/products/vc-floating-actuator-sp3t-tri-state-floating-24-vac"">Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac</a></li><li><a href=""/products/vc-modulating-actuator-0-2-10-vdc-24-vac"">Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VCZAL1100/E</li><li><strong>Series:</strong> VC</li><li><strong>Configuration:</strong> 2-way</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Female npt</li><li><strong>Cv:</strong> 4.7</li><li><strong>Flow characteristic:</strong> Linear</li><li><strong>Category:</strong> Zone Valves</li></ul>"
2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow-hone-vczal3100-u,UPDATE,"<p>The VCZAL3100 is a VC series two-way valve assembly from Resideo, the brand that carries the Honeywell Home line of residential heating controls, built for hydronic zoning and fan coil control. It is a 3/4-inch female NPT body with a 4.7 Cv rating and a linear flow characteristic.</p><p>A linear characteristic means flow tracks stem position in a straight line, which keeps a modulating loop stable instead of dumping most of its capacity in the first part of the stroke.</p><p><strong>What a complete VC zone valve takes:</strong> a valve body, a cartridge, and an actuator, ordered separately. This listing is the valve assembly — pick the actuator that matches your control signal, whether that is two-position, floating, or modulating.</p><p>Building the valve from separate parts is what makes the VC platform worth specifying: the same body stays in the pipe while the actuator is matched to the control system, and a worn seat is handled by pulling the cartridge rather than cutting the body out.</p><p><strong>Actuators and cartridges for this valve body</strong></p><ul><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve"">Resideo 2-position Low Volt Actuator for VC Series valve VC2114ZZ11/U</a></li><li><a href=""/products/2-position-low-volt-actuator-for-vc-series-valve-hone-vc2714zz11-u"">Resideo 2-position Low Volt Actuator for VC Series valve VC2714ZZ11/U</a></li><li><a href=""/products/vc-actuator-2-position-spst-100-130-vac"">Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac</a></li><li><a href=""/products/vc-floating-actuator-sp3t-tri-state-floating-24-vac"">Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac</a></li><li><a href=""/products/vc-modulating-actuator-0-2-10-vdc-24-vac"">Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VCZAL3100/U</li><li><strong>Series:</strong> VC</li><li><strong>Configuration:</strong> 2-way</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Female npt</li><li><strong>Cv:</strong> 4.7</li><li><strong>Flow characteristic:</strong> Linear</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-flare-n-c-zone-valve,UPDATE,"<p>The V8043A1003 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch flare valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch flare connections tie the valve into the supply piping, and the V8043A1003 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-vac-50-60-hz-replacement-head-for-v8043a"">Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A</a></li><li><a href=""/products/replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz"">Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043A1003/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Flare</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-invert-flare-n-c-quickfit-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1129 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch invert-flare valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch invert-flare connections tie the valve into the supply piping, and the V8043E1129 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1129/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Invert-flare</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-npt-n-c-zone-valve,UPDATE,"<p>The V8043A1227 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch NPT valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch NPT connections tie the valve into the supply piping, and the V8043A1227 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-vac-50-60-hz-replacement-head-for-v8043a"">Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A</a></li><li><a href=""/products/replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz"">Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043A1227/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Npt</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-npt-nc-quickfit-zone-valve,UPDATE,"<p>The V8044A1135 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch NPT valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch NPT connections tie the valve into the supply piping, and the V8044A1135 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8044a-24-v-ac-50-60-hz"">Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8044A1135/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Npt</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-sweat-n-c-quickfit-zone-valve,UPDATE,"<p>The V8044A1010 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch sweat connections tie the valve into the supply piping, and the V8044A1010 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8044a-24-v-ac-50-60-hz"">Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8044A1010/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-sweat-n-c-zone-valve,UPDATE,"<p>The V8043A1011 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch sweat connections tie the valve into the supply piping, and the V8043A1011 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-vac-50-60-hz-replacement-head-for-v8043a"">Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A</a></li><li><a href=""/products/replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz"">Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043A1011/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-sweat-n-c-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1004 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1/2-inch sweat connections tie the valve into the supply piping, and the V8043E1004 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1004/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-2-in-sweat-n-o-zone-valve,UPDATE,"<p>The V8043B1019 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1/2-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally open</strong>. It passes flow with no power applied and closes when the actuator is energized. Normally open is the right choice where a zone has to keep circulating if the control power drops — freeze protection on an exposed loop is the usual reason to specify it.</p><p>The 1/2-inch sweat connections tie the valve into the supply piping, and the V8043B1019 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8043b-24-v-ac-50-60-hz-normally-open"">Resideo 40003916-027/U Replacement Head for V8043B, 24 V AC, 50/60 Hz, Normally Open</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043B1019/U</li><li><strong>Valve action:</strong> Normally open</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1/2 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
